id,overview,tagline,title,comb
430447,"Mary Smith, a young girl who lives with her great-aunt in the countryside, follows a mysterious cat into the nearby forest where she finds a strange flower and an old broom, none of which is as ordinary as it seems.","From a single lie, everything will change.",Mary and the Witch's Flower,"Mary Smith, a young girl who lives with her great-aunt in the countryside, follows a mysterious cat into the nearby forest where she finds a strange flower and an old broom, none of which is as ordinary as it seems.From a single lie, everything will change."
429351,A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.,The declassified true story of the horse soldiers,12 Strong,A team of special forces head into Afghanistan in the aftermath of the September 11th attacks in an attempt to dismantle the Taliban.The declassified true story of the horse soldiers
449443,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.,You're not the bad guys. We are.,Den of Thieves,A gritty crime saga which follows the lives of an elite unit of the LA County Sheriff's Dept. and the state's most successful bank robbery crew as the outlaws plan a seemingly impossible heist on the Federal Reserve Bank.You're not the bad guys. We are.
417261,"After being gone for a decade, a country star returns home to the love he left behind.",Find your way back home,Forever My Girl,"After being gone for a decade, a country star returns home to the love he left behind.Find your way back home"
336843,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",The end will be WCKD,Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.The end will be WCKD"
36593,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.",Mostly All New Jokes.,The Insult,"Frank Drebin is persuaded out of retirement to go undercover in a state prison. There he has to find out what top terrorist, Rocco, has planned for when he escapes. Adding to his problems, Frank's wife, Jane, is desperate for a baby.Mostly All New Jokes."
338768,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.",Boldly go.,Please Stand By,"A young autistic woman runs away from her caregiver in order to boldly go and deliver her 500-page Star Trek script to a writing competition in Hollywood. On an adventure full of laughter and tears, Wendy follows the guiding spirit of Mr. Spock on her journey into the unknown.Boldly go."
416234,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.",Terror is building.,Winchester,"San Jose, California, 1906. Isolated in her labyrinthine mansion, eccentric firearm heiress Sarah Winchester believes that she is being haunted by the souls of those killed by the guns manufactured by her company.Terror is building."
429191,"Marina's life is thrown into turmoil following the death of her partner. Mourning the loss of the man she loved, she finds herself under intense scrutiny from those with no regard for her privacy.",My name is Marina Vidal. Do you have any problem with that?,A Fantastic Woman,"Marina's life is thrown into turmoil following the death of her partner. Mourning the loss of the man she loved, she finds herself under intense scrutiny from those with no regard for her privacy.My name is Marina Vidal. Do you have any problem with that?"
450932,The story follows a team of highly trained operatives who find themselves trapped inside an isolated military compound.,No Retreat No Mercy,Armed,The story follows a team of highly trained operatives who find themselves trapped inside an isolated military compound.No Retreat No Mercy
384521,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",The future unleashed every thing,The Cloverfield Paradox,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.The future unleashed every thing"
497269,"It’s Halloween night, and two “bad apples” decide to play some wicked tricks on the one house in a suburban cul-de-sac that is not celebrating Halloween. They terrorize a young couple in their home and these tricks become increasingly more sinister as the night progresses, finally ending in a Halloween the entire neighborhood will never forget.",Rotten to the core,Bad Apples,"It’s Halloween night, and two “bad apples” decide to play some wicked tricks on the one house in a suburban cul-de-sac that is not celebrating Halloween. They terrorize a young couple in their home and these tricks become increasingly more sinister as the night progresses, finally ending in a Halloween the entire neighborhood will never forget.Rotten to the core"
522478,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.",The garden was just the beginning.,Peter Rabbit,"Peter Rabbit runs away from his human family when he learns they are going to portray him in a bad light in their book. Soon, he crosses paths with an older rabbit who ropes him into a heist.The garden was just the beginning."
337167,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.",Don't Miss the Climax,Fifty Shades Freed,"Believing they have left behind shadowy figures from their past, newlyweds Christian and Ana fully embrace an inextricable connection and shared life of luxury. But just as she steps into her role as Mrs. Grey and he relaxes into an unfamiliar stability, new threats could jeopardize their happy ending before it even begins.Don't Miss the Climax"
453201,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.",In the face of fear ordinary people can do the extraordinary,The 15:17 to Paris,"In August 2015, an ISIS terrorist boarded train #9364 from Brussels to Paris. Armed with an AK-47 and enough ammo to kill more than 500 people, the terrorist might have succeeded except for three American friends who refused to give in to fear. One was a college student, one was a martial arts enthusiast and airman first class in the U.S. Air Force, and the other was a member of the Oregon National Guard, and all three pals proved fearless as they charged and ultimately overpowered the gunman after he emerged from a bathroom armed and ready to kill.In the face of fear ordinary people can do the extraordinary"
498919,Valentina's seemingly idyllic life in the US is interrupted when planning a wedding means introducing her fiancé to her scandalous family in Mexico.,Get ready to fight for your future wife,La Boda de Valentina,Valentina's seemingly idyllic life in the US is interrupted when planning a wedding means introducing her fiancé to her scandalous family in Mexico.Get ready to fight for your future wife
820198,"Bloomer, a cadet at a Military Academy, almost disrupts the morning drill, when he rushes through the lines exclaiming, ""Look at the balloon!"" While the men are in derision for his action, a hazing is planned for Bloomer. He is quickly tied up in a bag and he first experiences a rough ride in a wheelbarrow, after which he is dumped into a bay-mound. He is next suspended in midair at the end of a rope, where he is left to dangle until he is released by his superior officers. After many such painful subjections, he is finally given a note to deliver to the landlady, which upon reading, she begets herself into such a passion that before Bloomer leaves the room, he is a sorrowful looking spectacle.",,Kri,"Bloomer, a cadet at a Military Academy, almost disrupts the morning drill, when he rushes through the lines exclaiming, ""Look at the balloon!"" While the men are in derision for his action, a hazing is planned for Bloomer. He is quickly tied up in a bag and he first experiences a rough ride in a wheelbarrow, after which he is dumped into a bay-mound. He is next suspended in midair at the end of a rope, where he is left to dangle until he is released by his superior officers. After many such painful subjections, he is finally given a note to deliver to the landlady, which upon reading, she begets herself into such a passion that before Bloomer leaves the room, he is a sorrowful looking spectacle."
1022102,"Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music.",,Permission,"Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music."
823609,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.",Nobody's perfect,Monster Family,"To free Baba Yaga and Renfield from the clutches of Monster Hunter Mila Starr, the Wishbone Family once more transforms into a Vampire, Frankenstein's Monster, a Mummy and a Werewolf but when aided by their three pet bats, the Monster Family zooms around the world again to save their friends, make new monstrous acquaintances.Nobody's perfect"
407719,An intersectional narrative of two families in Brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.,,Golden Exits,An intersectional narrative of two families in Brooklyn and the unraveling of unspoken unhappiness that occurs when a young foreign girl spending time abroad upsets the balance on both sides.
505642,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.",Forever.,Black Panther,"Queen Ramonda, Shuri, M’Baku, Okoye and the Dora Milaje fight to protect their nation from intervening world powers in the wake of King T’Challa’s death. As the Wakandans strive to embrace their next chapter, the heroes must band together with the help of War Dog Nakia and Everett Ross and forge a new path for the kingdom of Wakanda.Forever."
387592,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.",Time to test their metal,Early Man,"Dug, along with his sidekick Hognob, unite a cavemen tribe to save their hidden valley from being spoiled and, all together as a team, to face the menace of a mysterious and mighty enemy, on the turf of an ancient and sacred sport.Time to test their metal"
36826,Trouble ensues when a motorcycle gang stops in a small southern town while heading to the races at Daytona.,Sworn to Fun... Loyal to None!!,Loveless,Trouble ensues when a motorcycle gang stops in a small southern town while heading to the races at Daytona.Sworn to Fun... Loyal to None!!
10794,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.",If you've ever been to a wilder party... you're under arrest!,The Party,"Hrundi V. Bakshi, an accident-prone actor from India, is accidentally put on the guest list for an upcoming party at the home of a Hollywood film producer. Unfortunately, from the moment he arrives, one thing after another goes wrong with compounding effect.If you've ever been to a wilder party... you're under arrest!"
442709,"A mosaic of stories about love and loss, exploring our relationship to the objects, artifacts, and memories that shape our lives.",Memories of Lives Lived,Nostalgia,"A mosaic of stories about love and loss, exploring our relationship to the objects, artifacts, and memories that shape our lives.Memories of Lives Lived"
438145,"In 1847, when Ireland is in the grip of the Great Famine that has ravaged the country for two long years, Feeney, a hardened Irish Ranger who has been fighting for the British Army abroad, returns home to reunite with his estranged family, only to discover the cruelest reality, a black land where death reigns.",In Ireland’s darkest hour vengeance shines a light,Black '47,"In 1847, when Ireland is in the grip of the Great Famine that has ravaged the country for two long years, Feeney, a hardened Irish Ranger who has been fighting for the British Army abroad, returns home to reunite with his estranged family, only to discover the cruelest reality, a black land where death reigns.In Ireland’s darkest hour vengeance shines a light"
474392,"After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.",Chosen. Betrayed. Redeemed.,Samson,"After losing the love of his life to a cruel Philistine prince, a young Hebrew with Supernatural strength defends his people, sacrificing everything to avenge his love, his people, and his God.Chosen. Betrayed. Redeemed."
445571,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",This is not a game.,Game Night,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.This is not a game."
300668,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.",Fear what's inside.,Annihilation,"A biologist signs up for a dangerous, secret expedition into a mysterious zone where the laws of nature don't apply.Fear what's inside."
465136,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.",Every day a different body. Every day a different life. Every day in love with the same girl.,Every Day,"16-year old Rhiannon falls in love with a mysterious spirit named “A” that inhabits a different body every day. Feeling an unmatched connection, Rhiannon and “A” work each day to find each other, not knowing what the next day will bring.Every day a different body. Every day a different life. Every day in love with the same girl."
469721,"What happens when the undead return to life? In a world ravaged for years by a virus that turns the infected into zombie-like cannibals, a cure is at last found and the wrenching process of reintegrating the survivors back into society begins.",The cure is just the beginning,The Cured,"What happens when the undead return to life? In a world ravaged for years by a virus that turns the infected into zombie-like cannibals, a cure is at last found and the wrenching process of reintegrating the survivors back into society begins.The cure is just the beginning"
429467,"1920, rural Ireland. Anglo-Irish twins Rachel and Edward share a strange existence in their crumbling family estate. Each night, the property becomes the domain of a sinister presence (The Lodgers) which enforces three rules upon the twins: they must be in bed by midnight; they may not permit an outsider past the threshold; and if one attempts to escape, the life of the other is placed in jeopardy. When troubled war veteran Sean returns to the nearby village, he is immediately drawn to the mysterious Rachel, who in turn begins to break the rules set out by The Lodgers. The consequences pull Rachel into a deadly confrontation with her brother - and with the curse that haunts them.",,The Lodgers,"1920, rural Ireland. Anglo-Irish twins Rachel and Edward share a strange existence in their crumbling family estate. Each night, the property becomes the domain of a sinister presence (The Lodgers) which enforces three rules upon the twins: they must be in bed by midnight; they may not permit an outsider past the threshold; and if one attempts to escape, the life of the other is placed in jeopardy. When troubled war veteran Sean returns to the nearby village, he is immediately drawn to the mysterious Rachel, who in turn begins to break the rules set out by The Lodgers. The consequences pull Rachel into a deadly confrontation with her brother - and with the curse that haunts them."
401981,"Prima ballerina, Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.",Seduce. Deceive. Repeat.,Red Sparrow,"Prima ballerina, Dominika Egorova faces a bleak and uncertain future after she suffers an injury that ends her career. She soon turns to Sparrow School, a secret intelligence service that trains exceptional young people to use their minds and bodies as weapons. Dominika emerges as the most dangerous Sparrow after completing the sadistic training process. As she comes to terms with her new abilities, she meets a CIA agent who tries to convince her that he is the only person she can trust.Seduce. Deceive. Repeat."
395990,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.,How Far Would You Go To Protect Your Family?,Death Wish,A mild-mannered father is transformed into a killing machine after his family is torn apart by a violent act.How Far Would You Go To Protect Your Family?
353066,"Over the course of 12 years, and three stages of life, Sidney Hall falls in love, writes the book of a generation and then disappears without a trace.",It's all about beginnings.,The Vanishing of Sidney Hall,"Over the course of 12 years, and three stages of life, Sidney Hall falls in love, writes the book of a generation and then disappears without a trace.It's all about beginnings."
279641,"In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.",From the headlines to the front lines.,Foxtrot,"In 2002, cable news producer Kim Barker decides to shake up her routine by taking a daring new assignment in Kabul, Afghanistan. Dislodged from her comfortable American lifestyle, Barker finds herself in the middle of an out-of-control war zone. Luckily, she meets Tanya Vanderpoel, a fellow journalist who takes the shell-shocked reporter under her wing. Amid the militants, warlords and nighttime partying, Barker discovers the key to becoming a successful correspondent.From the headlines to the front lines."
457312,"When a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar, they're soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past.",They fu#ked with the wrong woman!,Pickings,"When a short-tempered mobster and his gang of thugs try to shake down a neighborhood bar, they're soon confronted with the wrath of its owner - a mysterious southern mother with a dangerous past.They fu#ked with the wrong woman!"
407451,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.",Be a warrior,A Wrinkle in Time,"After the disappearance of her scientist father, three peculiar beings send Meg, her brother, and her friend to space in order to find him.Be a warrior"
340022,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,"An American corporation, the Mexican cartel, chances are this won't end well.",Gringo,"An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.An American corporation, the Mexican cartel, chances are this won't end well."
397722,"Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems.",Good breeding gone bad,Thoroughbreds,"Two teenage girls in suburban Connecticut rekindle their unlikely friendship after years of growing apart. In the process, they learn that neither is what she seems to be, and that a murder might solve both of their problems.Good breeding gone bad"
402897,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?","In the Kremlin, no one can hear you scheme",The Death of Stalin,"When dictator Joseph Stalin dies, his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble, brawl and back-stab their way to the top, the question remains — just who is running the government?In the Kremlin, no one can hear you scheme"
449749,"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.",A Once in a Lifetime Roadtrip They Will Never Forget,The Leisure Seeker,"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.A Once in a Lifetime Roadtrip They Will Never Forget"
371608,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.",Let us prey.,The Strangers: Prey at Night,"A family’s road trip takes a dangerous turn when they arrive at a secluded mobile home park to stay with some relatives and find it mysteriously deserted. Under the cover of darkness, three masked killers pay them a visit to test the family’s every limit as they struggle to survive.Let us prey."
430040,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,The storm of the century... the heist of a lifetime.,The Hurricane Heist,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.The storm of the century... the heist of a lifetime.
338970,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.",Her legend begins.,Tomb Raider,"Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she finds herself on the island where her father disappeared.Her legend begins."
449176,Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.,He's done keeping his story straight.,"Love, Simon",Everyone deserves a great love story. But for seventeen-year old Simon Spier it's a little more complicated: he's yet to tell his family or friends he's gay and he doesn't know the identity of the anonymous classmate he's fallen for online.He's done keeping his story straight.
470878,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up.",The Song You Know. The Story You Don't.,I Can Only Imagine,"10-year-old Bart Millard lives with his mother and abusive father Arthur in Texas. One day his mother drops him off at a Christian camp where he meets Shannon. Upon his return from camp, Bart finds his mother has left and movers are removing her belongings. He angrily confronts his father, who denies that his abusiveness was the reason she left. Years later, in high school, Bart and Shannon are dating. Bart plays football to please his father but is injured, breaking both ankles and ending his career. The only elective with openings is music class, so he reluctantly signs up.The Song You Know. The Story You Don't."
433627,"In 1976, four hijackers take over an Air France airplane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda. With 248 passengers on board, one of the most daring rescue missions ever is set in motion.","248 passengers were held hostage. For seven days, the world was held captive.",7 Days in Entebbe,"In 1976, four hijackers take over an Air France airplane en route from Tel Aviv to Paris and force it to land in Entebbe, Uganda. With 248 passengers on board, one of the most daring rescue missions ever is set in motion.248 passengers were held hostage. For seven days, the world was held captive."
502426,"In between caring for her mother, a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control, sending the pair on a hilarious, surprising, and ultimately touching road trip.",There are pros and cons to every friendship.,Furlough,"In between caring for her mother, a young woman works part time at a prison. The rookie guard gets a chance to prove her mettle when she's tasked with accompanying a hell-raising inmate on an emergency furlough to visit her dying mother. But things soon spiral out of control, sending the pair on a hilarious, surprising, and ultimately touching road trip.There are pros and cons to every friendship."
414187,"Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip.",Secrets will come to light.,Josie,"Everyone knows everyone in the southern town of Baymont. So when tattooed, sweet-talking Josie struts into town, heads turn. Striking up relationships with young punk Gator and loner Hank, she quickly becomes a hot topic of local gossip.Secrets will come to light."
421471,"Rebellious, quick-witted Erica Vandross is a 17-year-old firecracker living with her single mom, Laurie, and her mom's new boyfriend, Bob, in L.A.'s San Fernando Valley. When Bob's mentally unbalanced son, Luke, arrives from rehab to live with the family, Erica finds her domestic and personal life overwhelmed. With Luke and her sidekicks Kala and Claudine in tow, Erica acts out by exposing a high school teacher's dark secret.",Bad decisions. Good intentions.,Flower,"Rebellious, quick-witted Erica Vandross is a 17-year-old firecracker living with her single mom, Laurie, and her mom's new boyfriend, Bob, in L.A.'s San Fernando Valley. When Bob's mentally unbalanced son, Luke, arrives from rehab to live with the family, Erica finds her domestic and personal life overwhelmed. With Luke and her sidekicks Kala and Claudine in tow, Erica acts out by exposing a high school teacher's dark secret.Bad decisions. Good intentions."
268896,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",Rise up.,Pacific Rim: Uprising,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.Rise up."
399174,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",Welcome to the Isle of Dogs.,Isle of Dogs,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island that's a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.Welcome to the Isle of Dogs."
370567,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.",They're on a mission to bring every gnome home.,Sherlock Gnomes,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.They're on a mission to bring every gnome home."
467660,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.,Is she or isn't she?,Unsane,A woman is involuntarily committed to a mental institution where she is confronted by her greatest fear.Is she or isn't she?
476968,"Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.",Where sin abounds... grace abounds more,"Paul, Apostle of Christ","Risking his life, Luke ventures to Rome to visit Paul -- the apostle who's bound in chains and held captive in Nero's darkest and bleakest prison cell. Haunted by the shadows of his past misdeeds, Paul wonders if he's been forgotten as he awaits his grisly execution. Before Paul's death, Luke resolves to write another book that details the birth of what will come to be known as the church.Where sin abounds... grace abounds more"
